document_id,superficie_util,zona_termica,tipo_inmueble,calef_proyec_kwh,acs_proyec_kwh,u_norm_muro_principal,u_norm_muro_secundario,u_norm_techo_principal,u_norm_techo_secundario,log_calef_proyec_kwh,log_acs_proyec_kwh,cluster_hdbscan,cluster_probability,cluster_is_noise
001be52024,66.7,d,casa_pareada,7381.6,3098.2,1.9,1.9,0.47,0.47,8.906881159073238,8.038899292652731,27,0.6579041046094567,False
8308742018,48.3,d,depto,10039.4,2433.7,1.9,1.9,0.47,0.47,9.214372233089554,7.797578824641121,25,1.0,False
c8fce32025,30.0,d,depto,707.6,1294.5,1.0,1.0,0.0,0.0,6.563291192431372,7.1666520000021645,6,1.0,False
0ded212025,64.9,d,casa_pareada,4788.3,3675.3,1.9,1.9,0.47,0.47,8.474139541938738,8.209662090591763,27,0.21839747957336292,False
1411e02022,47.1,c,depto,1816.4,2554.7,3.0,3.0,0.6,0.6,7.505162187261247,7.846081437716904,9,1.0,False
e1d24b2020,77.8,d,casa_aislada,4092.3,950.0,1.7,1.7,0.38,0.38,8.317106769677391,6.85751406254539,17,0.7301218291075934,False
3779852025,58.4,c,depto,2831.2,3013.7,3.0,3.0,0.6,0.6,7.948809073788959,8.011255601723022,9,0.7003034389121541,False
1cc98a2024,94.7,h,casa_aislada,32526.7,5028.1,1.6,1.6,0.33,0.33,10.389847313002184,8.522996320643188,-1,0.0,True
ddc4962026,38.9,g,depto,2843.9,2454.5,1.6,1.6,0.33,0.33,7.953283196557791,7.8060856854792995,29,0.4145429561792324,False
848f6b2024,49.0,f,casa_pareada,11103.4,2861.6,1.6,1.6,0.33,0.33,9.315096705152525,7.9594855817501164,16,1.0,False
262cbd2021,70.8,d,casa_pareada,9082.2,2907.3,1.9,1.9,0.47,0.47,9.114181832416461,7.975323997018785,27,0.5596987606554421,False
49d5932025,43.7,b,casa_pareada,4080.1,2758.9,3.0,3.0,0.6,0.6,8.31412183890368,7.9229497261707476,8,1.0,False
b11bab2023,29.4,c,depto,1529.7,1360.8,3.0,3.0,0.6,0.6,7.333480426097662,7.216562633048866,9,0.3453061890463582,False
011a492022,52.0,e,depto,3507.6,2876.6,1.7,1.7,0.38,0.38,8.162972376495084,7.964711892381414,13,0.9950805997141201,False
07310b2024,47.2,d,depto,2097.8,5538.9,1.9,1.9,0.47,0.47,7.649121031812557,8.6197317290369,25,0.43360365187742245,False
320ebb2025,102.9,d,casa_aislada,4429.0,4105.9,1.7,1.7,0.38,0.38,8.39615486303918,8.320423764987128,17,0.7002826718370346,False
d4ad4f2022,93.4,d,casa_pareada,15426.8,3873.5,1.7,1.7,0.38,0.38,9.643926355801002,8.262171901204004,-1,0.0,True
d09e742025,40.8,c,depto,2530.7,2275.1,3.0,3.0,0.6,0.6,7.836646292832031,7.730218731012139,9,0.9339614605423721,False
eb3db12024,37.8,d,depto,1427.8,1572.6,1.9,1.9,0.47,0.47,7.264590210122234,7.361121267074849,25,1.0,False
efe6ba2019,28.7,d,depto,248.1,1106.1,1.0,1.0,0.0,0.0,5.517854422268135,7.009499262865421,6,0.6086114708387292,False
8116092022,44.1,e,depto,493.0,1825.2,1.7,1.7,0.38,0.38,6.202535517187923,7.50999258418224,13,0.462371331543115,False
28f7772022,49.2,d,depto,7695.2,2470.3,3.0,3.0,0.6,0.6,8.94848197953386,7.81249960695592,10,1.0,False
e952292019,51.0,d,depto,8476.7,2538.8,1.9,1.9,0.47,0.47,9.045194465582318,7.839840616754933,25,1.0,False
24fb0e2024,53.0,c,depto,1929.3,2800.1,4.0,4.0,0.84,0.84,7.565430710233829,7.9377674761579895,2,1.0,False
2e96182023,35.4,a,depto,0.0,2180.7,4.0,4.0,0.84,0.84,0.0,7.687859668397978,5,0.45893869027561446,False
0522c52025,29.8,g,depto,1952.5,2371.3,1.6,1.6,0.33,0.33,7.577377914495125,7.771615227668319,29,0.3673659361832285,False
382d1b2026,60.8,f,casa_pareada,9929.2,3364.3,1.7,1.7,0.38,0.38,9.2033358978233,8.121272391150994,15,0.03669618625765551,False
13bbd62019,51.1,d,depto,4729.3,2543.4,1.9,1.9,0.47,0.47,8.461743904421848,7.84165014480465,25,1.0,False
8a38862026,47.0,d,casa_pareada,4523.2,2381.7,1.9,1.9,0.47,0.47,8.417196044923735,7.775989577440603,27,1.0,False
b2c1fa2026,30.1,d,depto,460.2,3024.2,1.9,1.9,0.47,0.47,6.133831788394904,8.014732483981874,25,0.4276456037440691,False
247e832020,63.7,d,depto,1123.4,2697.5,1.9,1.9,0.47,0.47,7.025004839032377,7.900451342058697,25,0.5192028414986621,False
c8bdb42025,70.4,d,casa_pareada,7848.6,3219.5,1.7,1.7,0.38,0.38,8.96821785406417,8.077291905986945,-1,0.0,True
827c082025,53.4,f,casa_pareada,10386.0,3055.3,1.7,1.7,0.38,0.38,9.248310303227811,8.024960313007561,15,0.03972093547565593,False
9b1ba52025,48.3,e,casa_aislada,12036.1,2717.9,1.7,1.7,0.38,0.38,9.395748826063096,7.907982665728846,14,1.0,False
6fd1f92021,49.4,d,casa_pareada,14344.0,2477.7,1.9,1.9,0.47,0.47,9.571156728415465,7.8154895081731715,27,0.35608043129751155,False
0644de2025,28.9,d,depto,641.2,0.0,1.9,1.9,0.47,0.47,6.464899781655413,0.0,12,1.0,False
78f3582024,48.3,a,depto,0.0,2320.7,4.0,4.0,0.84,0.84,0.0,7.750054954944523,5,0.9035860180301178,False
e8e8262022,47.1,f,casa_pareada,15374.7,2773.9,1.7,1.7,0.38,0.38,9.640543620093615,7.928369989495185,15,0.07177959951080155,False
7dcb0d2021,55.0,d,depto,762.8,2691.7,1.7,1.7,0.38,0.38,6.6383059747914155,7.898299686680433,26,0.48167960437031365,False
60a5ae2020,61.6,f,depto,5213.2,3399.1,1.6,1.6,0.33,0.33,8.559140952023993,8.131560121936442,22,0.29340505484524604,False
50e42b2019,51.0,d,depto,6547.3,2538.8,1.9,1.9,0.47,0.47,8.786960752957715,7.839840616754933,25,1.0,False
b230af2019,45.7,d,depto,622.1,2040.4,1.0,1.0,0.0,0.0,6.434707019550176,7.6213911259693985,6,0.9697920602630653,False
9736372025,47.0,e,casa_pareada,8973.2,2657.7,1.7,1.7,0.38,0.38,9.102109072893336,7.885592560507808,11,1.0,False
5da4702023,49.4,d,depto,1648.5,2477.3,1.9,1.9,0.47,0.47,7.4082274906686365,7.815328120236569,25,1.0,False
0fea602026,43.3,d,depto,1409.8,2230.3,1.9,1.9,0.47,0.47,7.251912198361897,7.710339654240458,25,1.0,False
8689922022,50.9,d,depto,6473.6,2535.4,1.9,1.9,0.47,0.47,8.775642108597744,7.838501031825877,25,1.0,False
4f69832021,51.2,d,depto,9250.7,2545.8,1.9,1.9,0.47,0.47,9.132562597404084,7.842592948142871,25,1.0,False
dcdbcf2024,54.7,e,casa_pareada,12848.7,2989.2,1.7,1.7,0.38,0.38,9.461075743747335,8.003095553779827,11,0.2723207971045555,False
f3a1032025,53.3,c,depto,2074.8,2811.1,4.0,4.0,0.84,0.84,7.638101900531189,7.941686814175914,2,1.0,False
0119b72024,46.5,c,depto,1702.5,2528.4,4.0,4.0,0.84,0.84,7.440440237101021,7.835737399445876,2,0.7457651868563798,False
ea02e22025,52.2,g,depto,4522.6,2556.6,1.6,1.6,0.33,0.33,8.417063415997172,7.8468245977456315,29,0.7141455011362586,False
3404232018,47.2,d,depto,2733.8,2390.5,1.9,1.9,0.47,0.47,7.913813586039639,7.779676063120352,25,1.0,False
fd11032025,48.3,f,depto,5011.9,2829.2,1.7,1.7,0.38,0.38,8.519769868929687,7.948102659518271,21,1.0,False
906b052020,86.1,d,casa_aislada,9188.6,3680.6,1.0,1.0,0.0,0.0,9.125827688831194,8.2111027192811,7,1.0,False
68a3232022,47.1,c,depto,3754.0,2554.7,3.0,3.0,0.6,0.6,8.230843564198235,7.846081437716904,9,0.9163999598254172,False
b7efd02021,51.1,f,depto,3373.5,2953.1,1.7,1.7,0.38,0.38,8.12400244418346,7.990949314921866,21,1.0,False
8955ec2024,42.5,d,depto,7609.4,3325.5,1.9,1.9,0.47,0.47,8.937271011892248,8.109675979181942,25,0.413747778337311,False
e945f52026,52.1,f,casa_pareada,7483.1,3000.0,1.7,1.7,0.38,0.38,8.920536049143301,8.006700845440367,15,0.06747032071720759,False
f0e9282024,32.0,d,depto,1200.9,1367.7,1.9,1.9,0.47,0.47,7.091658916958743,7.221616663217221,25,0.9801645405392457,False
39411c2025,28.4,d,depto,681.9,0.0,1.9,1.9,0.47,0.47,6.526348435967043,0.0,12,1.0,False
e844852025,55.1,b,casa_aislada,11374.1,3309.3,4.0,4.0,0.84,0.84,9.3391820349893,8.104794098705144,-1,0.0,True
62b1842021,38.5,d,depto,2060.1,1825.5,1.9,1.9,0.47,0.47,7.630995099849252,7.510156846235337,25,1.0,False
941cad2020,243.4,d,depto,1536.3,6664.7,1.9,1.9,0.47,0.47,7.337782909918554,8.804730253354503,-1,0.0,True
a80d342023,49.2,d,depto,3217.2,2467.5,1.9,1.9,0.47,0.47,8.076577476025049,7.811365957698918,25,1.0,False
d9f8a72023,41.8,f,casa_aislada,16066.7,2522.2,1.6,1.6,0.33,0.33,9.684566324655135,7.833283216208774,20,1.0,False
7710de2026,40.1,f,depto,2435.6,2436.1,1.7,1.7,0.38,0.38,7.798358903920307,7.7985640868416,21,0.6418339227653973,False
4b96ee2025,42.8,d,depto,2582.0,2209.1,1.9,1.9,0.47,0.47,7.8567067930958405,7.700793042356878,25,1.0,False
16661b2023,49.9,d,depto,4669.8,2496.7,1.9,1.9,0.47,0.47,8.44908564220156,7.82312558739655,25,1.0,False
1034a42025,51.0,e,depto,2469.8,2831.8,1.7,1.7,0.38,0.38,7.812297263821744,7.949020900797694,13,1.0,False
e68ea62020,51.0,d,depto,6602.9,2538.8,1.9,1.9,0.47,0.47,8.795415662587395,7.839840616754933,25,1.0,False
5d67652023,60.9,a,depto,0.0,2765.1,4.0,4.0,0.84,0.84,0.0,7.925193664861139,5,1.0,False
75f9612020,38.4,d,depto,1390.3,4914.9,1.9,1.9,0.47,0.47,7.237993840847831,8.500230128737776,25,0.35646451757609904,False
9072202024,40.9,d,depto,3019.4,2212.7,1.9,1.9,0.47,0.47,8.01314455192927,7.70242060273243,25,1.0,False
e975722024,50.3,g,casa_aislada,12800.4,3013.8,1.6,1.6,0.33,0.33,9.4573098189267,8.011288771969316,23,1.0,False
97b6242026,51.1,f,casa_pareada,14653.5,2954.3,1.6,1.6,0.33,0.33,9.592502734514511,7.9913554475297435,16,0.4685759642069776,False
78bf202026,28.1,d,depto,586.7,1689.2,1.9,1.9,0.47,0.47,6.376216613618605,7.432602144110382,25,0.7674189510111771,False
eb94dc2026,57.8,e,depto,5330.1,3114.3,1.7,1.7,0.38,0.38,8.581312874853543,8.044080734770414,13,1.0,False
0837872024,39.9,g,depto,1715.5,2507.8,1.6,1.6,0.33,0.33,7.448042612897747,7.827559830156089,29,0.49656924240177064,False
4b0c722023,114.6,d,casa_aislada,19094.3,4365.1,1.9,1.9,0.47,0.47,9.85719751045529,8.381625441107783,18,0.4288686807475242,False
9e4bf02019,50.5,d,depto,10339.3,2521.1,1.9,1.9,0.47,0.47,9.243804161181187,7.832847166809361,25,1.0,False
14534f2025,53.0,d,depto,4315.3,2615.3,1.9,1.9,0.47,0.47,8.37015383276685,7.86951638490105,25,1.0,False
82327f2023,50.8,d,depto,10434.6,2530.8,1.9,1.9,0.47,0.47,9.252978316660418,7.836685791202728,25,1.0,False
b608e72024,49.4,d,depto,6156.1,2476.9,1.9,1.9,0.47,0.47,8.725361166455457,7.815166706249697,25,1.0,False
a8d7af2024,49.4,d,depto,1813.3,2477.3,1.9,1.9,0.47,0.47,7.503454997376117,7.815328120236569,25,1.0,False
d229ec2023,58.7,d,casa_pareada,5615.7,2824.1,1.7,1.7,0.38,0.38,8.633499581812888,7.946299041184127,32,1.0,False
606ed92018,57.4,f,,8081.5,3226.6,1.7,1.7,0.38,0.38,8.997456509599589,8.079494105974351,-1,0.0,True
89ccab2022,55.5,d,casa_pareada,8304.7,2708.3,1.7,1.7,0.38,0.38,9.024697305069834,7.904445577924863,32,0.9486013635719202,False
c8d0c22021,48.4,f,depto,5557.2,2830.4,1.7,1.7,0.38,0.38,8.623029593822,7.948526567960397,21,1.0,False
77bd3b2024,49.7,c,depto,961.6,2666.6,4.0,4.0,0.84,0.84,6.869637956869009,7.8889344707581515,2,1.0,False
675a362025,47.8,d,casa_pareada,5592.8,2415.9,1.9,1.9,0.47,0.47,8.629414120530702,7.790241006243931,27,1.0,False
20e49f2026,47.0,d,casa_pareada,5208.0,2381.7,1.7,1.7,0.38,0.38,8.558143177745192,7.775989577440603,31,0.4368372430951584,False
8c5d972025,27.8,d,depto,831.7,1538.8,1.9,1.9,0.47,0.47,6.724673433241774,7.339407816843949,25,1.0,False
4a3f132019,53.0,d,casa_pareada,6250.7,2614.9,1.0,1.0,0.0,0.0,8.740608705745153,7.869363485546751,7,0.13190624023530576,False
a0ea312024,45.1,b,casa_pareada,8792.8,2548.3,4.0,4.0,0.84,0.84,9.081802206702967,7.843574090663838,1,0.04104056300316786,False
137c2b2021,46.2,f,casa_pareada,9573.2,2729.7,1.7,1.7,0.38,0.38,9.166827259644437,7.912313265567924,15,1.0,False
831d682023,28.8,a,depto,2087.0,1512.1,4.0,4.0,0.84,0.84,7.643961949002529,7.321915805457525,-1,0.0,True
3414ee2021,59.3,d,casa_pareada,8448.5,2560.6,1.9,1.9,0.47,0.47,9.041862547002879,7.84838734224245,27,0.6752197389221934,False
d3fe582024,28.4,d,depto,1745.5,3117.1,1.9,1.9,0.47,0.47,7.465369064246887,8.044979120944355,25,0.6474260946291975,False
2cea1e2025,53.0,d,depto,3397.0,2615.3,1.9,1.9,0.47,0.47,8.130942302231878,7.86951638490105,25,1.0,False
0c85e52025,49.8,b,depto,9663.0,2755.8,4.0,4.0,0.84,0.84,9.176162920174596,7.921825865773665,1,0.32888231371436527,False
8d7db62020,46.2,f,casa_pareada,10152.7,2729.7,1.7,1.7,0.38,0.38,9.225593450063984,7.912313265567924,15,1.0,False
a263042022,50.1,d,depto,3759.3,2504.1,3.0,3.0,0.6,0.6,8.232254020435152,7.826083932881858,10,0.5376411458329564,False
6cf8e62020,19.9,d,depto,1142.6,3272.4,1.9,1.9,0.47,0.47,7.041936460448157,8.093584479071783,25,0.4057122389680649,False
3558312020,47.9,f,casa_pareada,5150.1,2810.5,1.7,1.7,0.38,0.38,8.546965563083218,7.941473427732256,15,0.054632679073177405,False
7559162018,73.7,d,casa_aislada,14230.0,3322.4,1.9,1.9,0.47,0.47,9.56317796268366,8.108743634267114,18,0.7528193402893595,False
da4bc22020,58.7,d,casa_pareada,6617.7,2824.1,1.7,1.7,0.38,0.38,8.797654255024677,7.946299041184127,32,0.9780011106796316,False
b528982025,42.6,d,depto,3266.2,6726.2,1.9,1.9,0.47,0.47,8.091688627970345,8.813914288518689,25,0.35103668940748384,False
b434c32024,49.8,g,depto,2566.0,2993.3,1.1,1.1,0.28,0.28,7.8504931808711405,8.00446576036065,28,0.9619806763874138,False
dd84412022,93.4,d,casa_aislada,20584.4,3873.5,1.7,1.7,0.38,0.38,9.932337365640183,8.262171901204004,17,0.8059602056798587,False
d526a22025,57.8,e,depto,1912.7,3114.3,1.7,1.7,0.38,0.38,7.556793819916019,8.044080734770414,13,0.9319598675329823,False
f3e96f2024,56.0,d,depto,1602.9,2145.8,1.9,1.9,0.47,0.47,7.380193442343332,7.671733640302674,25,0.6218698532093867,False
ed1cdd2025,55.4,a,depto,336.5,2805.2,4.0,4.0,0.84,0.84,5.821565510312585,7.939586533959895,4,1.0,False
24cb422024,48.6,g,depto,4321.3,2933.7,1.1,1.1,0.28,0.28,8.371542946967026,7.984360512387156,28,1.0,False
f213e02024,49.8,g,depto,4097.6,2993.3,1.1,1.1,0.28,0.28,8.318400730965859,8.00446576036065,28,1.0,False
51fcc92025,46.1,d,depto,1983.6,1847.1,1.9,1.9,0.47,0.47,7.593172661480141,7.52191336329171,25,0.9027519842491605,False
4aadb92019,40.4,d,depto,5060.1,2110.1,1.9,1.9,0.47,0.47,8.529339129959794,7.654964417640613,25,0.8691637640923271,False
a80ed12024,54.8,f,casa_pareada,14935.5,3117.2,1.7,1.7,0.38,0.38,9.611563160826215,8.045011191242452,15,0.04455627259092007,False
884db22024,47.2,d,depto,2460.4,2388.5,1.7,1.7,0.38,0.38,7.8084855727382365,7.7788394180182125,26,0.9182198105894646,False
67e2112024,45.1,f,depto,3185.1,2344.7,1.6,1.6,0.33,0.33,8.066552877296946,7.760339143798578,22,0.6310692341466907,False
71e3392025,72.6,d,depto,3359.2,3287.1,1.9,1.9,0.47,0.47,8.119755774995301,8.09806516933889,25,0.5521269353458933,False
fb9c5b2022,53.5,d,depto,5532.5,2633.7,1.9,1.9,0.47,0.47,8.61857580570484,7.876524602501423,25,1.0,False
68cd042021,22.4,d,depto,1942.8,1330.1,1.9,1.9,0.47,0.47,7.5724000990693705,7.193760947052973,25,0.584620521372449,False
55da2d2024,49.2,a,casa_pareada,2876.5,2352.2,4.0,4.0,0.84,0.84,7.964677140596038,7.763531382990301,-1,0.0,True
abc8912021,42.4,d,casa_pareada,8189.9,2195.3,1.9,1.9,0.47,0.47,9.01077906091953,7.694529405320707,27,1.0,False
4043152019,101.1,d,casa_aislada,10034.2,4063.2,1.9,1.9,0.47,0.47,9.21385419127598,8.309972200645843,18,0.32356518683835533,False
2afcbe2023,41.9,c,depto,992.0,2094.4,4.0,4.0,0.84,0.84,6.900730664045173,7.647499744918864,2,0.47428498615628495,False
d86cd72024,49.8,g,depto,3389.0,2993.3,1.1,1.1,0.28,0.28,8.128585200374497,8.00446576036065,28,1.0,False
aeb3a12021,52.3,f,depto,6559.3,3008.8,1.7,1.7,0.38,0.38,8.78879161259979,8.009628910352617,21,1.0,False
cbc9cf2023,50.3,d,depto,691.7,5917.1,1.9,1.9,0.47,0.47,6.54059700502856,8.685770730417932,25,0.2687819230360157,False
cc63042026,116.4,d,casa_aislada,6918.8,4402.1,1.9,1.9,0.47,0.47,8.842142146459947,8.390064117285263,18,0.18124033876346862,False
5ffb742025,75.3,c,depto,12.8,3068.5,3.0,3.0,0.6,0.6,2.624668592163159,8.02926996086755,9,0.10689174598666895,False
4cfedb2023,52.4,e,depto,4062.4,2891.4,1.7,1.7,0.38,0.38,8.30977534056351,7.969841886300797,13,1.0,False
c639ed2025,52.2,g,depto,3453.6,3100.8,1.1,1.1,0.28,0.28,8.147461955259184,8.039737867125353,28,1.0,False
4ef8202025,51.6,d,depto,1049.9,2563.0,1.9,1.9,0.47,0.47,6.957402218871551,7.849323818040561,25,0.9937099343494613,False
a3119b2024,49.2,a,casa_pareada,3410.7,2352.2,4.0,4.0,0.84,0.84,8.13496597977525,7.763531382990301,-1,0.0,True
efba242021,30.3,d,depto,1244.7,8589.9,1.9,1.9,0.47,0.47,7.127452899892047,9.058458782481846,25,0.37361824077000233,False
72fb7a2023,58.7,d,depto,1497.8,5851.6,1.9,1.9,0.47,0.47,7.3124200669195325,8.674641285934168,25,0.2871285906500278,False
61316a2023,49.0,h,casa_pareada,16636.7,3169.7,1.6,1.6,0.33,0.33,9.71942648366793,8.06170766268341,-1,0.0,True
88a0fe2025,27.0,d,depto,149.1,10475.8,1.9,1.9,0.47,0.47,5.011301738639416,9.256918567736761,25,0.14555529101514697,False
0796f12026,47.0,d,casa_pareada,4596.9,2381.7,1.7,1.7,0.38,0.38,8.433354956500281,7.775989577440603,31,1.0,False
f09ce82026,67.6,e,depto,12070.3,3488.4,1.7,1.7,0.38,0.38,9.398586013345657,8.1574850806458,13,0.29621385828799274,False
8940ed2021,46.1,d,casa_pareada,4715.6,2347.6,1.9,1.9,0.47,0.47,8.458843480027767,7.761574684930981,27,1.0,False
bff5912021,45.2,d,casa_pareada,4223.1,2308.7,1.9,1.9,0.47,0.47,8.34856149934829,7.744872924952113,27,1.0,False
59fd4f2022,40.8,d,depto,1274.6,8213.6,1.9,1.9,0.47,0.47,7.151171935135903,9.013668337867765,25,0.32846393767702897,False
be70fa2025,48.5,d,depto,5662.0,2441.6,1.9,1.9,0.47,0.47,8.641709066113805,7.800818324736988,25,1.0,False
3b8cdc2024,46.4,d,depto,0.0,1857.3,1.9,1.9,0.47,0.47,0.0,7.527417370279605,25,0.11732129676656053,False
565f342025,38.2,e,depto,1040.8,2250.2,1.7,1.7,0.38,0.38,6.948705265311091,7.719218686360125,13,0.4062565893279489,False
fa73dc2023,28.4,d,depto,1160.5,1408.3,1.9,1.9,0.47,0.47,7.057467552210464,7.250848406197465,25,1.0,False
c8cbdb2020,42.4,d,casa_pareada,6667.5,2195.3,1.9,1.9,0.47,0.47,8.80515022606245,7.694529405320707,27,1.0,False
e9c1002026,34.1,d,depto,892.7,1834.8,1.9,1.9,0.47,0.47,6.795370148387346,7.51523563278499,25,0.8406686766926393,False
3af67f2021,41.4,d,casa_pareada,8200.8,2150.8,1.9,1.9,0.47,0.47,9.01210892135819,7.674059980159809,27,1.0,False
af54892024,49.6,f,casa_pareada,9640.1,2887.4,1.7,1.7,0.38,0.38,9.1737904889786,7.968457994577027,15,0.07878407757668095,False
9297f72021,61.4,g,depto,2226.0,4236.6,1.0,1.0,0.0,0.0,7.708410667257367,8.351752350230317,-1,0.0,True
e758de2024,49.2,d,depto,1831.5,39464.2,1.9,1.9,0.47,0.47,7.513436433760806,10.58317454991124,25,0.24682320644987502,False
75239e2023,46.2,d,depto,1377.5,2306.5,1.9,1.9,0.47,0.47,7.2287512304638515,7.743919966377007,25,1.0,False
16a13d2019,31.0,d,depto,2882.6,1135.1,1.0,1.0,0.0,0.0,7.966794792530424,7.035356623575859,6,0.8391045119192492,False
a7869c2019,51.0,d,depto,7593.4,2538.8,1.9,1.9,0.47,0.47,8.935166412567588,7.839840616754933,25,1.0,False
ddf4c22026,50.2,d,casa_pareada,3360.2,2509.4,1.9,1.9,0.47,0.47,8.120053332054063,7.828197381978768,27,0.5013551677921834,False
a449a22023,53.7,d,depto,2944.5,2642.0,1.7,1.7,0.38,0.38,7.988033860961742,7.879669914604289,26,0.9314636751987866,False
da4ce72024,48.3,f,casa_pareada,13759.7,2829.2,1.7,1.7,0.38,0.38,9.529571982286416,7.948102659518271,15,0.07177959951080155,False
06fab52025,59.5,a,depto,0.0,2719.2,4.0,4.0,0.84,0.84,0.0,7.908460685998653,5,1.0,False
91d47f2021,48.4,d,depto,5359.8,2437.7,1.9,1.9,0.47,0.47,8.586868496658962,7.799220389420636,25,1.0,False
484e9a2022,47.1,f,casa_pareada,15348.2,2773.9,1.7,1.7,0.38,0.38,9.638818634393347,7.928369989495185,15,0.07177959951080155,False
0a43522019,53.3,f,casa_aislada,5215.0,3052.7,1.6,1.6,0.33,0.33,8.559486103606488,8.024109249126404,20,1.0,False
96123f2024,58.8,d,depto,1938.7,2827.7,1.9,1.9,0.47,0.47,7.570288600924246,7.947572521139741,25,0.9332128457473802,False
78c1db2024,230.0,d,depto,6952.1,5265.0,1.0,1.0,0.0,0.0,8.846942882276624,8.569026340056254,6,0.14008422737002027,False
1ad4712025,48.3,e,casa_aislada,12181.5,2717.9,1.7,1.7,0.38,0.38,9.40775577471766,7.907982665728846,14,1.0,False
6855642025,32.6,e,depto,1056.7,1969.0,1.7,1.7,0.38,0.38,6.963852018334007,7.585788821732034,13,0.43883315432556086,False
1e45b12025,57.2,f,casa_pareada,6126.0,3217.5,1.7,1.7,0.38,0.38,8.720460512725655,8.076670691492671,15,0.0506684344043493,False
8b0a7b2025,75.0,c,depto,322.9,0.0,3.0,3.0,0.6,0.6,5.7804348261772835,0.0,9,0.05035010468453056,False
831eeb2023,57.8,d,depto,5698.1,2790.9,1.9,1.9,0.47,0.47,8.648063546619113,7.934477646621922,25,1.0,False
cbd42d2024,47.2,d,depto,935.6,2390.1,1.9,1.9,0.47,0.47,6.842256296749442,7.779508790088556,25,0.8184221355332996,False
90c81a2023,49.8,f,depto,1544.2,2893.7,1.6,1.6,0.33,0.33,7.3429086307921265,7.9706367576944475,22,1.0,False
90facf2024,47.7,f,depto,4362.1,2800.7,1.6,1.6,0.33,0.33,8.38093809287012,7.937981654783782,22,1.0,False
2975062024,53.4,f,casa_aislada,3287.5,2750.9,1.7,1.7,0.38,0.38,8.098186812741405,7.920046861183719,19,0.5584494984807692,False
5ab0692025,40.8,c,depto,1630.8,2275.1,3.0,3.0,0.6,0.6,7.3974389789947,7.730218731012139,9,0.8582013745960353,False
771df62023,55.5,d,casa_pareada,8143.8,2708.3,1.7,1.7,0.38,0.38,9.005134965792985,7.904445577924863,32,0.9486013635719202,False
626e602025,57.8,e,depto,1844.1,3114.3,1.7,1.7,0.38,0.38,7.520288755547837,8.044080734770414,13,0.8237446449147454,False
7fb32a2022,47.8,d,depto,3730.6,2414.4,1.7,1.7,0.38,0.38,8.224592375086806,7.789620183841275,26,1.0,False
58dbda2020,77.8,d,casa_aislada,3962.3,950.0,1.7,1.7,0.38,0.38,8.284832290552417,6.85751406254539,17,0.7301218291075934,False
9b047c2022,52.3,d,depto,5710.2,2587.7,1.9,1.9,0.47,0.47,8.650184438188251,7.8589110981823715,25,1.0,False
f5d4b12022,54.4,f,casa_aislada,6772.7,3097.8,1.6,1.6,0.33,0.33,8.820802745417392,8.038770218757747,20,1.0,False
dea4182024,36.9,e,depto,366.8,2183.7,1.7,1.7,0.38,0.38,5.907539312170221,7.689233798332047,13,0.31545418434410016,False
ba68992025,53.1,c,casa_pareada,2667.0,2805.5,4.0,4.0,0.84,0.84,7.889084407035514,7.939693434382254,3,1.0,False
8c7ae72025,27.7,d,depto,99.1,1376.3,1.9,1.9,0.47,0.47,4.6061696863211745,7.227880339923286,25,0.4361756232744429,False
e51c122025,52.8,d,casa_pareada,4762.2,2607.8,1.9,1.9,0.47,0.47,8.468674990261512,7.866645624475109,27,1.0,False
40bd0c2023,52.2,g,depto,3657.5,3100.8,1.6,1.6,0.33,0.33,8.204808506324085,8.039737867125353,29,1.0,False
fc25a62021,312.1,d,depto,10432.3,6362.0,1.9,1.9,0.47,0.47,9.252757892966851,8.758255243232792,-1,0.0,True
7284ef2021,47.1,f,casa_pareada,15091.8,2773.9,1.7,1.7,0.38,0.38,9.621973087895588,7.928369989495185,15,0.07177959951080155,False
4eeb1e2026,39.5,d,depto,150.6,0.0,1.9,1.9,0.47,0.47,5.021245473208271,0.0,12,1.0,False
2089fd2022,52.3,d,depto,3418.7,2588.9,1.9,1.9,0.47,0.47,8.137308106910842,7.859374543909587,25,1.0,False
5180522022,54.2,d,casa_aislada,9074.7,2659.9,1.7,1.7,0.38,0.38,9.113355791144528,7.886419690414352,17,1.0,False
43c4eb2019,63.6,d,depto,2886.4,6396.0,1.9,1.9,0.47,0.47,7.968111722195714,8.763584409450138,25,0.2971655156399289,False
004f2c2024,52.1,d,depto,1700.3,268156.6,1.9,1.9,0.47,0.47,7.439147943688092,12.499330146355137,25,0.10096974619615484,False
1af0fd2024,23.8,d,depto,890.5,1341.6,1.9,1.9,0.47,0.47,6.792905437303195,7.2023633115046515,25,0.7610474626216309,False
3e45a12025,49.1,e,depto,1709.3,2752.1,1.7,1.7,0.38,0.38,7.444424072705646,7.9204828284930775,13,0.9461662410043862,False
86b5272022,42.0,d,casa_pareada,5517.1,2176.5,1.9,1.9,0.47,0.47,8.615788877121176,7.685932708726658,27,1.0,False
8c5d252026,57.8,d,casa_pareada,4494.1,794.7,1.7,1.7,0.38,0.38,8.410743193599307,6.679222230383489,30,0.6179613955894865,False
d73e882019,50.5,d,depto,6394.3,2521.1,1.9,1.9,0.47,0.47,8.763318624562352,7.832847166809361,25,1.0,False
